id,phenograph,ct_broad
201581,11,cancer cell
201584,4,cancer cell
201586,16,other
201591,4,cancer cell
201592,25,immune cell
201593,9,other
201594,26,other
201595,25,immune cell
201598,14,stromal cell
201599,13,immune cell
201601,5,cancer cell
201602,17,myofibroblast
201603,5,cancer cell
201604,26,other
201605,5,cancer cell
201611,34,cancer cell
201612,34,cancer cell
201615,9,other
201618,34,cancer cell
201619,-1,other
201620,3,cancer cell
201621,3,cancer cell
201622,34,cancer cell
201623,13,immune cell
201624,3,cancer cell
201628,3,cancer cell
201629,14,stromal cell
201630,-1,other
201632,15,myofibroblast
201633,15,myofibroblast
201635,25,immune cell
201638,34,cancer cell
201639,5,cancer cell
201640,18,immune cell
201643,3,cancer cell
201644,4,cancer cell
201645,13,immune cell
201647,34,cancer cell
201652,6,cancer cell
201654,13,immune cell
201655,27,stromal cell
201656,34,cancer cell
201657,15,myofibroblast
201659,16,other
201660,14,stromal cell
201664,17,myofibroblast
201940,19,other
201941,9,other
201945,2,cancer cell
201947,-1,other
201948,9,other
201949,13,immune cell
201950,13,immune cell
201951,12,cancer cell
201952,21,endothelial cell
201953,19,other
201954,14,stromal cell
201957,26,other
201959,22,stromal cell
201961,21,endothelial cell
201963,13,immune cell
201964,2,cancer cell
201965,12,cancer cell
201966,17,myofibroblast
201967,34,cancer cell
201968,5,cancer cell
201969,11,cancer cell
201970,3,cancer cell
201971,-1,other
201973,11,cancer cell
201974,11,cancer cell
201975,8,other
201976,-1,other
201977,-1,other
201978,-1,other
201980,11,cancer cell
201981,27,stromal cell
201985,4,cancer cell
201986,5,cancer cell
201987,9,other
201988,11,cancer cell
201989,1,cancer cell
201990,5,cancer cell
201993,17,myofibroblast
201994,1,cancer cell
201997,13,immune cell
202000,9,other
202002,11,cancer cell
202003,2,cancer cell
202004,1,cancer cell
202008,5,cancer cell
202009,21,endothelial cell
202010,17,myofibroblast
202011,12,cancer cell
202013,20,cancer cell
202014,27,stromal cell
202018,12,cancer cell
202019,5,cancer cell
202022,4,cancer cell
202026,22,stromal cell
202027,17,myofibroblast
202030,11,cancer cell
202032,19,other
202033,2,cancer cell
202034,9,other
202035,22,stromal cell
202037,3,cancer cell
202038,23,plasma cell
202040,12,cancer cell
202041,4,cancer cell
202044,27,stromal cell
202046,4,cancer cell
202048,5,cancer cell
202050,4,cancer cell
202051,12,cancer cell
202055,-1,other
202059,16,other
202062,13,immune cell
202063,11,cancer cell
202064,8,other
202065,5,cancer cell
202066,4,cancer cell
202067,4,cancer cell
202072,4,cancer cell
202074,4,cancer cell
202078,2,cancer cell
202081,4,cancer cell
202082,11,cancer cell
202083,5,cancer cell
202084,12,cancer cell
202086,11,cancer cell
202087,4,cancer cell
202088,4,cancer cell
202090,6,cancer cell
202091,4,cancer cell
202092,6,cancer cell
202093,34,cancer cell
202094,32,cancer cell
202097,5,cancer cell
202098,22,stromal cell
202099,19,other
202100,4,cancer cell
202103,1,cancer cell
202104,4,cancer cell
202105,2,cancer cell
202109,6,cancer cell
202110,4,cancer cell
202112,3,cancer cell
202113,2,cancer cell
202115,4,cancer cell
202116,4,cancer cell
202118,28,immune cell
202119,3,cancer cell
202121,12,cancer cell
202122,16,other
202124,21,endothelial cell
202125,9,other
202126,1,cancer cell
202127,2,cancer cell
202128,4,cancer cell
202130,1,cancer cell
202131,1,cancer cell
202132,1,cancer cell
202133,4,cancer cell
202134,4,cancer cell
202139,4,cancer cell
202140,-1,other
202141,33,other
202143,19,other
202145,4,cancer cell
202147,5,cancer cell
202149,4,cancer cell
202150,3,cancer cell
202151,5,cancer cell
202155,21,endothelial cell
202156,3,epithelial cell
202157,3,cancer cell
202158,5,cancer cell
202159,5,cancer cell
202160,3,cancer cell
202161,11,cancer cell
202162,2,cancer cell
202164,4,cancer cell
202165,17,myofibroblast
202166,16,other
202167,5,cancer cell
202168,4,cancer cell
202169,29,other
202170,5,cancer cell
202171,5,cancer cell
202172,2,cancer cell
202175,4,cancer cell
202176,21,endothelial cell
202178,12,cancer cell
202180,-1,other
202181,5,cancer cell
202182,17,myofibroblast
202184,3,cancer cell
202186,11,cancer cell
202188,17,myofibroblast
202190,34,cancer cell
202191,5,cancer cell
202192,16,other
202194,5,cancer cell
202195,2,cancer cell
202196,5,cancer cell
202197,22,stromal cell
202198,5,cancer cell
202202,5,cancer cell
202203,21,endothelial cell
202205,4,cancer cell
202206,34,cancer cell
202207,3,cancer cell
202208,6,cancer cell
202209,3,cancer cell
202210,14,stromal cell
202212,5,cancer cell
202213,2,cancer cell
202214,3,cancer cell
202218,3,cancer cell
202219,34,cancer cell
202220,2,cancer cell
202221,5,cancer cell
202222,34,cancer cell
202223,5,cancer cell
202224,5,cancer cell
202225,5,cancer cell
202226,5,cancer cell
202227,21,endothelial cell
202228,6,cancer cell
202230,2,cancer cell
202233,14,stromal cell
202235,2,cancer cell
202236,5,cancer cell
202238,4,cancer cell
202239,4,cancer cell
202240,12,cancer cell
202241,3,cancer cell
202242,3,cancer cell
202243,-1,other
202245,31,epithelial cell
202246,2,cancer cell
202247,6,cancer cell
202249,9,other
202250,-1,other
202255,-1,other
202257,5,cancer cell
202261,21,endothelial cell
202263,11,cancer cell
202265,6,cancer cell
202266,6,cancer cell
202267,2,cancer cell
202270,14,stromal cell
202271,12,cancer cell
202273,22,stromal cell
202274,2,cancer cell
202275,22,stromal cell
202277,27,stromal cell
202278,3,cancer cell
202280,6,epithelial cell
202282,2,cancer cell
202283,2,cancer cell
202285,5,cancer cell
202287,3,cancer cell
202288,22,stromal cell
202290,3,cancer cell
202291,14,stromal cell
202293,3,cancer cell
202296,27,stromal cell
202297,2,cancer cell
202298,5,cancer cell
202299,5,cancer cell
202300,15,myofibroblast
202301,28,immune cell
202302,5,cancer cell
202303,3,cancer cell
202304,5,cancer cell
202305,5,cancer cell
202307,5,cancer cell
202308,5,cancer cell
202309,17,myofibroblast
202310,3,cancer cell
202312,3,cancer cell
202315,5,cancer cell
202316,15,myofibroblast
202317,5,cancer cell
202318,5,cancer cell
202320,5,cancer cell
202322,3,cancer cell
202323,3,cancer cell
202325,4,cancer cell
202326,2,cancer cell
202327,3,cancer cell
202328,3,cancer cell
202329,15,myofibroblast
202330,3,cancer cell
202331,12,cancer cell
202334,3,cancer cell
202336,2,cancer cell
202337,5,cancer cell
202338,28,immune cell
202339,12,cancer cell
202340,3,cancer cell
202341,6,cancer cell
202342,3,cancer cell
202343,6,cancer cell
202344,15,myofibroblast
202345,3,cancer cell
202347,5,cancer cell
202348,5,cancer cell
202349,4,cancer cell
202351,3,cancer cell
202353,5,cancer cell
202356,5,cancer cell
202357,5,cancer cell
202358,12,cancer cell
202360,5,cancer cell
202361,2,cancer cell
202362,5,cancer cell
202363,2,cancer cell
202365,5,cancer cell
202367,3,cancer cell
202368,34,cancer cell
202370,3,cancer cell
202371,5,cancer cell
202372,15,myofibroblast
202375,3,cancer cell
202376,6,cancer cell
202377,1,cancer cell
202378,2,cancer cell
202379,5,cancer cell
202380,16,other
202381,5,cancer cell
202382,3,cancer cell
202383,3,cancer cell
202384,19,other
202385,34,cancer cell
202387,5,cancer cell
202388,14,stromal cell
202389,5,cancer cell
202390,34,cancer cell
202392,12,cancer cell
202393,5,cancer cell
202394,3,cancer cell
202396,3,cancer cell
202397,12,cancer cell
202398,34,cancer cell
202399,-1,other
202400,3,cancer cell
202401,3,cancer cell
202402,12,cancer cell
202403,12,cancer cell
202404,34,cancer cell
202405,13,immune cell
202406,-1,other
202408,9,other
202409,5,cancer cell
202410,16,other
202411,5,cancer cell
202412,3,cancer cell
202413,3,cancer cell
202414,8,other
202415,3,cancer cell
202416,3,cancer cell
202417,34,cancer cell
202418,5,cancer cell
202420,5,cancer cell
202421,3,cancer cell
202422,3,cancer cell
202423,3,cancer cell
202424,3,cancer cell
202426,3,cancer cell
202427,3,cancer cell
202429,5,cancer cell
202430,25,immune cell
202431,5,cancer cell
202433,34,cancer cell
202434,5,cancer cell
202435,8,other
202437,12,cancer cell
202438,8,other
202439,12,cancer cell
202441,3,cancer cell
202442,34,cancer cell
202443,3,cancer cell
202444,5,cancer cell
202445,34,cancer cell
202446,3,cancer cell
202448,34,cancer cell
202669,19,other
202670,9,other
202673,2,cancer cell
202674,9,other
202676,13,immune cell
202677,14,stromal cell
202679,8,other
202680,18,immune cell
202681,12,cancer cell
202682,12,cancer cell
202683,12,cancer cell
202686,-1,other
202687,23,plasma cell
202688,25,immune cell
202689,-1,other
202694,12,cancer cell
202695,3,cancer cell
202696,-1,other
202698,14,stromal cell
202704,13,immune cell
202705,5,cancer cell
202707,-1,other
202710,18,immune cell
202711,5,cancer cell
202712,9,other
202714,11,cancer cell
202715,21,endothelial cell
202718,26,immune cell
202719,27,stromal cell
202722,11,cancer cell
202724,-1,other
202725,-1,other
202726,12,cancer cell
202728,13,immune cell
202732,17,myofibroblast
202733,17,myofibroblast
202734,5,cancer cell
202735,9,other
202739,22,stromal cell
202740,1,cancer cell
202742,5,cancer cell
202744,18,immune cell
202745,17,myofibroblast
202746,13,immune cell
202748,17,myofibroblast
202749,2,cancer cell
202750,9,other
202751,13,immune cell
202753,4,cancer cell
202754,17,myofibroblast
202755,9,other
202756,17,myofibroblast
202757,17,myofibroblast
202759,23,plasma cell
202760,2,cancer cell
202762,11,cancer cell
202764,5,cancer cell
202765,22,stromal cell
202766,2,cancer cell
202769,4,cancer cell
202772,6,cancer cell
202775,4,cancer cell
202778,2,cancer cell
202780,11,cancer cell
202782,5,cancer cell
202785,18,immune cell
202786,34,cancer cell
202787,2,cancer cell
202791,5,cancer cell
202793,4,cancer cell
202794,17,myofibroblast
202797,9,other
202798,22,stromal cell
202799,17,myofibroblast
202801,30,immune cell
202804,15,myofibroblast
202805,26,other
202806,15,myofibroblast
202807,3,cancer cell
202810,13,immune cell
202811,12,cancer cell
202812,9,other
202813,5,cancer cell
202815,2,cancer cell
202816,9,other
202817,14,stromal cell
202820,4,cancer cell
202822,4,cancer cell
202823,4,cancer cell
202829,4,cancer cell
202830,11,cancer cell
202831,27,stromal cell
202832,4,cancer cell
202833,9,other
202835,4,cancer cell
202837,9,other
202839,4,cancer cell
202840,4,cancer cell
202841,5,cancer cell
202844,9,other
202847,12,cancer cell
202848,15,myofibroblast
202849,19,other
202851,2,cancer cell
202852,5,cancer cell
202853,4,cancer cell
202854,1,cancer cell
202855,2,cancer cell
202858,1,cancer cell
202864,1,cancer cell
202866,34,cancer cell
202867,-1,other
202868,22,stromal cell
202870,18,immune cell
202877,3,cancer cell
202879,4,cancer cell
202881,5,cancer cell
202882,13,immune cell
202884,9,other
202885,2,cancer cell
202886,27,stromal cell
202887,4,cancer cell
202891,1,cancer cell
202892,17,myofibroblast
202893,14,stromal cell
202896,34,cancer cell
202897,34,cancer cell
202898,3,epithelial cell
202899,20,cancer cell
202902,27,stromal cell
202904,4,cancer cell
202905,11,cancer cell
202906,5,cancer cell
202907,-1,other
202909,12,cancer cell
202910,9,other
202911,-1,other
202912,2,cancer cell
202913,4,cancer cell
202914,5,cancer cell
202915,5,cancer cell
202916,4,cancer cell
202917,18,immune cell
202919,16,other
202920,15,myofibroblast
202921,16,other
202922,-1,other
202923,14,stromal cell
202924,20,cancer cell
202925,19,other
202927,17,myofibroblast
202928,5,cancer cell
202929,19,other
202930,2,cancer cell
202932,34,cancer cell
202933,4,cancer cell
202934,5,cancer cell
202935,5,cancer cell
202936,13,immune cell
202937,6,cancer cell
202938,12,cancer cell
202939,5,cancer cell
202940,1,cancer cell
202941,17,myofibroblast
202942,9,other
202943,5,cancer cell
202944,5,cancer cell
202946,-1,other
202949,-1,other
202950,-1,other
202951,6,cancer cell
202952,19,other
202953,3,cancer cell
202956,22,stromal cell
202958,5,cancer cell
202959,12,cancer cell
202961,-1,other
202962,2,cancer cell
202963,2,cancer cell
202964,21,endothelial cell
202967,34,cancer cell
202968,4,cancer cell
202970,6,cancer cell
202971,5,cancer cell
202972,6,cancer cell
202974,8,other
202975,6,cancer cell
202977,2,cancer cell
202978,14,stromal cell
202982,3,cancer cell
202985,5,cancer cell
202986,12,cancer cell
202987,9,other
202988,9,other
202991,1,cancer cell
202993,21,endothelial cell
202994,5,cancer cell
202995,5,cancer cell
202996,13,immune cell
202997,2,cancer cell
202998,5,cancer cell
202999,14,stromal cell
203000,5,cancer cell
203001,15,myofibroblast
203002,1,cancer cell
203004,6,cancer cell
203006,2,cancer cell
203007,1,cancer cell
203009,13,immune cell
203010,2,cancer cell
203011,3,epithelial cell
203012,15,myofibroblast
203014,-1,other
203015,2,cancer cell
203016,5,cancer cell
203018,18,immune cell
203020,12,cancer cell
203025,9,other
203026,18,immune cell
203028,14,stromal cell
203029,20,cancer cell
203031,14,stromal cell
203034,5,cancer cell
203035,5,cancer cell
203036,5,cancer cell
203039,6,cancer cell
203040,6,cancer cell
203041,21,endothelial cell
203042,4,cancer cell
203043,16,other
203044,5,cancer cell
203045,4,cancer cell
203046,5,cancer cell
203047,1,cancer cell
203048,6,cancer cell
203050,34,cancer cell
203052,14,stromal cell
203054,2,cancer cell
203055,15,myofibroblast
203056,5,cancer cell
203057,5,cancer cell
203058,5,cancer cell
203060,6,cancer cell
203062,3,cancer cell
203063,5,cancer cell
203064,3,cancer cell
203065,13,immune cell
203066,5,cancer cell
203068,-1,other
203070,2,cancer cell
203071,5,cancer cell
203073,12,cancer cell
203074,5,cancer cell
203076,2,cancer cell
203078,2,cancer cell
203079,27,stromal cell
203080,5,cancer cell
203082,3,cancer cell
203083,12,cancer cell
203084,6,cancer cell
203086,3,cancer cell
203089,5,cancer cell
203090,5,cancer cell
203091,5,cancer cell
203093,3,cancer cell
203095,5,cancer cell
203096,3,cancer cell
203097,5,cancer cell
203098,2,cancer cell
203099,27,stromal cell
203100,5,cancer cell
203101,5,cancer cell
203102,5,cancer cell
203104,34,cancer cell
203105,35,cancer cell
203106,5,cancer cell
203108,5,cancer cell
203109,15,myofibroblast
203110,2,cancer cell
203111,5,cancer cell
203113,27,stromal cell
203114,2,cancer cell
203115,2,cancer cell
203117,1,cancer cell
203119,34,cancer cell
203120,16,other
203121,5,cancer cell
203122,3,cancer cell
203123,13,immune cell
203124,5,cancer cell
203127,3,cancer cell
203128,5,cancer cell
203130,12,cancer cell
203131,15,myofibroblast
203132,2,cancer cell
203133,3,cancer cell
203134,3,cancer cell
203135,16,other
203136,4,cancer cell
203137,3,cancer cell
203138,19,other
203139,12,cancer cell
203140,5,cancer cell
203142,3,cancer cell
203143,34,cancer cell
203145,12,cancer cell
203146,3,cancer cell
203147,3,cancer cell
203150,3,cancer cell
203151,5,cancer cell
203152,2,cancer cell
203153,3,cancer cell
203154,3,cancer cell
203158,34,cancer cell
203159,5,cancer cell
203161,5,cancer cell
203162,14,stromal cell
203163,19,other
203164,17,myofibroblast
203166,17,myofibroblast
203167,5,cancer cell
203168,16,other
203169,34,cancer cell
203170,3,cancer cell
203171,19,other
203172,5,cancer cell
203173,5,cancer cell
203175,17,myofibroblast
203176,12,cancer cell
203177,27,stromal cell
203179,21,endothelial cell
203181,17,myofibroblast
203183,34,cancer cell
203184,9,other
203185,16,other
203186,3,cancer cell
203187,13,immune cell
203189,22,stromal cell
203191,5,cancer cell
203192,5,cancer cell
203193,3,cancer cell
203194,34,cancer cell
203195,19,other
203196,5,cancer cell
203197,34,cancer cell
203198,4,cancer cell
203199,5,cancer cell
203200,18,immune cell
203201,13,immune cell
203202,6,cancer cell
203203,6,cancer cell
203204,34,cancer cell
203205,3,epithelial cell
203206,5,cancer cell
203207,11,cancer cell
203208,13,immune cell
203209,5,cancer cell
203211,34,cancer cell
203213,25,immune cell
203215,5,cancer cell
203216,34,cancer cell
203219,18,immune cell
203220,34,cancer cell
203221,5,cancer cell
203222,12,cancer cell
203223,16,other
203225,18,immune cell
203227,16,other
203228,26,other
203229,13,immune cell
203230,3,cancer cell
203231,13,immune cell
203232,9,other
203234,8,other
203237,17,myofibroblast
203238,34,cancer cell
203240,6,cancer cell
203241,34,cancer cell
203242,34,cancer cell
203243,8,other
203245,3,cancer cell
203246,34,cancer cell
203247,9,other
203249,5,cancer cell
203250,19,other
203251,3,cancer cell
203252,-1,other
203253,34,cancer cell
203254,8,other
203255,25,immune cell
203256,13,immune cell
203257,34,cancer cell
203258,13,immune cell
203260,34,cancer cell
203261,9,other
203262,12,cancer cell
203263,5,cancer cell
203264,-1,other
203266,34,cancer cell
203268,4,cancer cell
203270,5,cancer cell
203271,34,cancer cell
203498,2,cancer cell
203499,14,stromal cell
203500,3,cancer cell
203501,9,other
203503,27,stromal cell
203507,14,stromal cell
203511,-1,other
203515,9,other
203516,9,other
203517,13,immune cell
203520,-1,other
203521,-1,other
203522,21,endothelial cell
203523,25,immune cell
203524,18,immune cell
203525,5,cancer cell
203526,9,other
203527,34,cancer cell
203528,22,stromal cell
203529,-1,other
203530,-1,other
203531,12,cancer cell
203532,21,endothelial cell
203533,22,stromal cell
203534,9,other
203535,-1,other
203536,9,other
203539,9,other
203540,9,other
203541,32,cancer cell
203542,1,cancer cell
203543,34,cancer cell
203544,8,other
203545,5,cancer cell
203546,15,myofibroblast
203547,1,cancer cell
203548,27,stromal cell
203549,17,myofibroblast
203550,11,cancer cell
203551,22,stromal cell
203553,-1,other
203554,19,other
203556,17,myofibroblast
203561,2,cancer cell
203562,13,immune cell
203563,22,stromal cell
203564,17,myofibroblast
203566,2,cancer cell
203567,16,other
203569,16,other
203570,23,plasma cell
203571,1,cancer cell
203576,3,cancer cell
203579,11,cancer cell
203581,6,cancer cell
203583,9,other
203584,17,myofibroblast
203586,12,cancer cell
203587,21,endothelial cell
203590,5,cancer cell
203591,11,cancer cell
203592,27,stromal cell
203593,15,myofibroblast
203594,4,cancer cell
203595,12,cancer cell
203597,30,immune cell
203600,11,cancer cell
203602,8,other
203604,11,cancer cell
203605,12,cancer cell
203606,-1,other
203609,21,endothelial cell
203610,4,cancer cell
203612,4,cancer cell
203613,6,cancer cell
203614,2,cancer cell
203617,19,other
203618,2,cancer cell
203620,1,cancer cell
203622,12,cancer cell
203625,3,cancer cell
203628,22,stromal cell
203629,4,cancer cell
203630,2,cancer cell
203631,9,other
203633,1,cancer cell
203634,1,cancer cell
203635,4,cancer cell
203638,4,cancer cell
203640,26,immune cell
203641,5,cancer cell
203642,5,cancer cell
203643,4,cancer cell
203644,3,cancer cell
203645,6,cancer cell
203646,9,other
203647,5,cancer cell
203648,34,cancer cell
203650,-1,other
203651,9,other
203652,13,immune cell
203653,34,cancer cell
203654,1,cancer cell
203656,5,cancer cell
203658,1,cancer cell
203659,1,cancer cell
203660,15,myofibroblast
203661,4,cancer cell
203663,17,myofibroblast
203664,1,cancer cell
203665,3,cancer cell
203666,1,cancer cell
203667,9,other
203669,1,cancer cell
203670,5,cancer cell
203671,1,cancer cell
203673,1,cancer cell
203675,1,cancer cell
203680,1,cancer cell
203682,13,immune cell
203685,22,stromal cell
203686,21,endothelial cell
203688,5,cancer cell
203689,1,cancer cell
203690,15,myofibroblast
203691,2,cancer cell
203692,3,cancer cell
203693,19,other
203697,34,cancer cell
203698,28,immune cell
203699,2,cancer cell
203701,4,cancer cell
203702,2,cancer cell
203704,19,other
203705,12,cancer cell
203706,-1,other
203708,5,cancer cell
203709,11,cancer cell
203710,1,cancer cell
203711,4,cancer cell
203712,4,cancer cell
203713,5,cancer cell
203716,20,cancer cell
203717,13,immune cell
203718,12,cancer cell
203719,34,cancer cell
203721,6,cancer cell
203722,12,cancer cell
203723,11,cancer cell
203724,5,cancer cell
203727,1,cancer cell
203728,5,cancer cell
203731,21,endothelial cell
203732,2,cancer cell
203734,6,cancer cell
203735,12,cancer cell
203737,34,cancer cell
203738,1,cancer cell
203740,4,cancer cell
203741,1,cancer cell
203743,5,cancer cell
203748,34,cancer cell
203749,5,cancer cell
203751,4,cancer cell
203753,4,cancer cell
203755,6,cancer cell
203758,3,cancer cell
203760,5,cancer cell
203763,4,cancer cell
203764,13,immune cell
203766,5,cancer cell
203767,2,cancer cell
203768,14,stromal cell
203770,5,cancer cell
203773,26,other
203774,5,cancer cell
203776,34,cancer cell
203778,34,cancer cell
203779,15,myofibroblast
203780,5,cancer cell
203781,6,cancer cell
203782,3,cancer cell
203783,5,cancer cell
203784,2,cancer cell
203786,13,immune cell
203787,4,cancer cell
203788,5,cancer cell
203790,2,cancer cell
203792,27,stromal cell
203793,3,cancer cell
203794,2,cancer cell
203795,-1,other
203796,3,cancer cell
203797,9,other
203798,16,other
203800,12,cancer cell
203802,3,cancer cell
203803,15,myofibroblast
203804,34,cancer cell
203805,12,cancer cell
203807,6,cancer cell
203809,5,cancer cell
203810,12,cancer cell
203813,6,cancer cell
203814,5,cancer cell
203815,6,cancer cell
203818,34,cancer cell
203819,3,cancer cell
203821,3,cancer cell
203822,5,cancer cell
203823,21,endothelial cell
203825,6,cancer cell
203826,3,cancer cell
203827,5,cancer cell
203828,6,cancer cell
203829,4,cancer cell
203830,2,cancer cell
203836,5,cancer cell
203837,5,cancer cell
203838,12,cancer cell
203839,34,cancer cell
203840,28,immune cell
203842,3,cancer cell
203843,4,cancer cell
203844,34,cancer cell
203845,11,cancer cell
203846,19,other
203847,6,cancer cell
203848,34,cancer cell
203849,5,cancer cell
203850,3,cancer cell
203851,5,cancer cell
203852,20,cancer cell
203853,34,cancer cell
203854,15,myofibroblast
203855,21,endothelial cell
203856,3,cancer cell
203858,5,cancer cell
203859,5,cancer cell
203860,34,cancer cell
203861,14,stromal cell
203862,5,cancer cell
203863,3,cancer cell
203864,12,cancer cell
203865,34,cancer cell
203866,13,immune cell
203868,3,cancer cell
203869,16,other
203870,21,endothelial cell
203871,17,myofibroblast
203872,34,cancer cell
203873,3,cancer cell
203875,9,other
203876,17,myofibroblast
203877,5,cancer cell
203878,19,other
203879,-1,other
203880,5,cancer cell
203881,17,myofibroblast
203882,-1,other
203884,5,cancer cell
203886,5,cancer cell
203888,20,cancer cell
203889,21,endothelial cell
203890,25,immune cell
203893,3,cancer cell
203894,3,cancer cell
203895,34,cancer cell
203896,34,cancer cell
203897,3,cancer cell
203898,3,cancer cell
203900,-1,other
203901,27,stromal cell
203903,3,cancer cell
203904,21,endothelial cell
203906,3,cancer cell
203907,2,cancer cell
203909,34,cancer cell
203910,3,cancer cell
203911,25,immune cell
203912,13,immune cell
203913,34,cancer cell
203914,11,cancer cell
203915,3,cancer cell
203916,-1,other
203917,34,cancer cell
203919,5,cancer cell
203920,27,stromal cell
203921,6,cancer cell
203924,28,immune cell
203926,5,cancer cell
203927,6,cancer cell
203928,26,other
203929,12,cancer cell
203930,19,other
203931,34,cancer cell
203932,34,cancer cell
203933,28,immune cell
203935,28,immune cell
203936,13,immune cell
203937,34,cancer cell
203938,5,cancer cell
203939,12,cancer cell
203940,3,cancer cell
203942,13,immune cell
203943,34,cancer cell
203944,4,cancer cell
203945,6,cancer cell
203946,34,cancer cell
203947,34,cancer cell
203951,20,cancer cell
203953,15,myofibroblast
203954,34,cancer cell
204267,-1,other
204268,25,immune cell
204272,21,endothelial cell
204273,19,other
204275,12,cancer cell
204276,21,endothelial cell
204277,-1,other
204278,15,myofibroblast
204279,9,other
204280,12,cancer cell
204281,-1,other
204283,21,endothelial cell
204284,-1,other
204285,2,cancer cell
204286,34,cancer cell
204287,2,cancer cell
204288,9,other
204289,21,endothelial cell
204290,22,stromal cell
204291,23,plasma cell
204292,2,cancer cell
204293,-1,other
204294,25,immune cell
204295,-1,other
204296,13,immune cell
204299,4,cancer cell
204300,12,cancer cell
204301,18,immune cell
204303,1,cancer cell
204304,5,cancer cell
204305,17,myofibroblast
204307,2,cancer cell
204308,-1,other
204309,-1,other
204311,17,myofibroblast
204312,1,cancer cell
204313,21,endothelial cell
204314,9,other
204316,9,other
204318,4,cancer cell
204320,-1,other
204324,12,cancer cell
204325,11,cancer cell
204328,5,cancer cell
204329,5,cancer cell
204331,9,other
204333,17,myofibroblast
204334,21,endothelial cell
204336,-1,other
204337,23,plasma cell
204338,21,endothelial cell
204340,11,cancer cell
204342,15,myofibroblast
204343,22,stromal cell
204345,2,cancer cell
204348,-1,other
204349,1,cancer cell
204350,21,endothelial cell
204351,17,myofibroblast
204352,22,stromal cell
204354,22,stromal cell
204355,19,other
204356,12,cancer cell
204357,2,cancer cell
204358,27,stromal cell
204360,27,stromal cell
204362,13,immune cell
204363,2,cancer cell
204365,5,cancer cell
204367,12,cancer cell
204368,9,other
204369,15,myofibroblast
204370,22,stromal cell
204371,22,stromal cell
204372,14,stromal cell
204374,6,cancer cell
204375,-1,other
204376,9,other
204378,14,stromal cell
204379,21,endothelial cell
204380,5,cancer cell
204382,9,other
204384,22,stromal cell
204385,4,cancer cell
204386,21,endothelial cell
204388,-1,other
204389,12,cancer cell
204390,1,cancer cell
204391,19,other
204392,13,immune cell
204394,12,cancer cell
204395,27,stromal cell
204399,11,cancer cell
204402,1,cancer cell
204405,1,cancer cell
204408,15,myofibroblast
204410,12,cancer cell
204411,5,cancer cell
204418,4,cancer cell
204420,4,cancer cell
204421,22,stromal cell
204424,14,stromal cell
204425,5,cancer cell
204426,-1,other
204429,4,cancer cell
204430,2,cancer cell
204432,34,cancer cell
204435,3,cancer cell
204437,4,cancer cell
204438,4,cancer cell
204439,5,cancer cell
204441,4,cancer cell
204442,26,other
204443,1,cancer cell
204448,4,cancer cell
204450,17,myofibroblast
204452,4,cancer cell
204453,2,cancer cell
204454,1,cancer cell
204457,4,cancer cell
204458,5,cancer cell
204459,2,cancer cell
204460,4,cancer cell
204461,4,cancer cell
204462,2,cancer cell
204465,2,cancer cell
204466,9,other
204467,5,cancer cell
204468,4,cancer cell
204469,28,immune cell
204471,5,cancer cell
204472,5,cancer cell
204473,4,cancer cell
204474,12,cancer cell
204475,6,cancer cell
204476,13,immune cell
204477,6,cancer cell
204478,35,epithelial cell
204480,12,cancer cell
204481,13,immune cell
204483,21,endothelial cell
204484,6,cancer cell
204485,-1,other
204486,5,cancer cell
204487,16,other
204488,5,cancer cell
204490,5,cancer cell
204491,2,cancer cell
204493,4,cancer cell
204498,11,cancer cell
204500,27,stromal cell
204502,17,myofibroblast
204503,6,cancer cell
204504,5,cancer cell
204505,5,cancer cell
204509,2,cancer cell
204510,12,cancer cell
204512,24,epithelial cell
204513,6,cancer cell
204514,5,cancer cell
204516,18,immune cell
204519,34,cancer cell
204523,13,immune cell
204525,6,cancer cell
204527,17,myofibroblast
204528,5,cancer cell
204529,3,cancer cell
204530,5,cancer cell
204531,4,cancer cell
204532,6,cancer cell
204533,18,immune cell
204534,6,cancer cell
204536,5,cancer cell
204537,2,cancer cell
204538,17,myofibroblast
204541,5,cancer cell
204542,1,cancer cell
204544,5,cancer cell
204545,5,cancer cell
204546,21,endothelial cell
204547,6,cancer cell
204548,5,cancer cell
204549,21,endothelial cell
204550,1,cancer cell
204552,5,cancer cell
204553,22,stromal cell
204554,16,other
204555,2,cancer cell
204556,14,stromal cell
204558,9,other
204559,5,cancer cell
204561,15,myofibroblast
204562,9,other
204564,5,cancer cell
204565,2,cancer cell
204566,3,cancer cell
204570,30,immune cell
204571,12,cancer cell
204572,6,cancer cell
204573,4,cancer cell
204575,2,cancer cell
204576,28,immune cell
204577,-1,other
204578,2,cancer cell
204579,13,immune cell
204580,6,cancer cell
204582,15,myofibroblast
204583,2,cancer cell
204584,2,cancer cell
204587,15,myofibroblast
204588,3,epithelial cell
204589,5,cancer cell
204591,5,cancer cell
204592,33,immune cell
204593,9,other
204594,6,cancer cell
204595,22,stromal cell
204596,22,stromal cell
204599,18,immune cell
204600,5,cancer cell
204602,3,cancer cell
204604,18,immune cell
204606,18,immune cell
204607,7,cancer cell
204608,14,stromal cell
204610,2,cancer cell
204611,21,endothelial cell
204612,18,immune cell
204614,9,other
204615,12,cancer cell
