id,phenograph,ct_broad
153980,34,cancer cell
153982,5,cancer cell
153984,12,cancer cell
153985,5,cancer cell
153987,34,cancer cell
153991,-1,other
153993,19,other
153994,3,cancer cell
153998,4,cancer cell
154003,34,cancer cell
154006,-1,other
154009,16,other
154011,5,cancer cell
154012,8,other
154013,34,cancer cell
154016,14,stromal cell
154021,14,stromal cell
154022,5,cancer cell
154023,2,cancer cell
154025,12,cancer cell
154028,18,immune cell
154029,3,cancer cell
154030,3,cancer cell
154031,3,cancer cell
154032,4,cancer cell
154034,3,cancer cell
154035,11,cancer cell
154036,12,cancer cell
154037,14,stromal cell
154041,3,cancer cell
154042,5,cancer cell
154047,4,cancer cell
154049,3,cancer cell
154050,3,cancer cell
154052,3,cancer cell
154054,5,cancer cell
154055,15,myofibroblast
154056,12,cancer cell
154058,3,cancer cell
154060,24,cancer cell
154061,5,cancer cell
154062,14,stromal cell
154063,5,cancer cell
154064,3,cancer cell
154066,5,cancer cell
154067,16,other
154068,3,cancer cell
154069,3,cancer cell
154070,23,plasma cell
154071,3,cancer cell
154072,23,other
154073,5,cancer cell
154074,2,cancer cell
154075,23,plasma cell
154077,23,other
154079,23,plasma cell
154080,23,plasma cell
154081,23,plasma cell
154082,3,cancer cell
154083,3,cancer cell
154085,3,cancer cell
154086,9,other
154087,34,cancer cell
154088,15,myofibroblast
154089,23,plasma cell
154090,23,plasma cell
154091,23,other
154092,29,other
154095,23,plasma cell
154098,3,cancer cell
154099,5,cancer cell
154100,3,cancer cell
154101,2,cancer cell
154102,29,other
154104,3,cancer cell
154105,24,cancer cell
154107,24,cancer cell
154109,24,cancer cell
154112,23,other
154113,15,myofibroblast
154116,22,stromal cell
154120,23,plasma cell
154121,14,stromal cell
154123,24,epithelial cell
154125,24,cancer cell
154127,15,myofibroblast
154128,15,myofibroblast
154132,3,cancer cell
154134,15,myofibroblast
154135,3,cancer cell
154137,14,stromal cell
154138,3,cancer cell
154139,2,cancer cell
154142,13,immune cell
154143,24,cancer cell
154144,5,cancer cell
154145,3,cancer cell
154146,3,cancer cell
154148,18,immune cell
154149,14,stromal cell
154151,2,cancer cell
154152,3,cancer cell
154153,3,cancer cell
154158,15,myofibroblast
154161,21,endothelial cell
154164,3,cancer cell
154165,3,cancer cell
154166,3,cancer cell
154167,14,stromal cell
154170,15,myofibroblast
154180,15,myofibroblast
154181,3,cancer cell
154182,24,cancer cell
154183,3,cancer cell
154185,3,cancer cell
154188,3,cancer cell
154189,3,cancer cell
154190,24,epithelial cell
154191,24,epithelial cell
154192,14,stromal cell
154193,3,cancer cell
154194,3,cancer cell
154196,5,cancer cell
154197,3,cancer cell
154199,6,cancer cell
154200,-1,other
154202,14,stromal cell
154203,3,cancer cell
154204,3,cancer cell
154205,3,cancer cell
154206,5,cancer cell
154207,3,cancer cell
154208,2,cancer cell
154209,3,cancer cell
154210,15,myofibroblast
154213,24,cancer cell
154214,9,other
154216,14,stromal cell
154217,3,cancer cell
154218,3,cancer cell
154221,5,cancer cell
154222,24,cancer cell
154223,3,cancer cell
154224,5,cancer cell
154225,3,cancer cell
154228,13,immune cell
154229,24,cancer cell
154231,25,immune cell
154234,13,immune cell
154236,14,stromal cell
154237,3,cancer cell
154240,14,stromal cell
154241,14,stromal cell
154242,9,other
154243,-1,other
154244,3,cancer cell
154245,3,cancer cell
154246,14,stromal cell
154247,3,cancer cell
154250,3,cancer cell
154251,16,other
154252,34,cancer cell
154253,34,cancer cell
154254,18,immune cell
154259,34,cancer cell
154260,3,cancer cell
154261,16,other
154262,3,cancer cell
154263,6,cancer cell
154264,16,other
154265,3,cancer cell
154269,34,cancer cell
154270,34,cancer cell
154272,9,other
154273,3,cancer cell
154275,3,cancer cell
154276,18,immune cell
154277,5,cancer cell
154278,3,cancer cell
154280,3,cancer cell
154281,9,other
154283,14,stromal cell
154284,24,epithelial cell
154286,17,myofibroblast
154287,34,cancer cell
154289,3,cancer cell
154290,14,stromal cell
154534,25,immune cell
154536,14,stromal cell
154537,3,cancer cell
154539,9,other
154541,13,immune cell
154542,13,immune cell
154543,12,cancer cell
154545,9,other
154548,2,cancer cell
154549,20,cancer cell
154550,9,other
154551,3,cancer cell
154552,2,cancer cell
154553,3,cancer cell
154556,21,endothelial cell
154562,20,cancer cell
154564,5,cancer cell
154566,3,cancer cell
154567,5,cancer cell
154568,12,cancer cell
154570,-1,other
154571,9,other
154574,5,cancer cell
154575,34,cancer cell
154577,1,cancer cell
154578,18,immune cell
154579,1,cancer cell
154581,-1,other
154583,9,other
154585,13,immune cell
154590,2,cancer cell
154591,12,cancer cell
154592,1,cancer cell
154593,3,cancer cell
154594,3,cancer cell
154596,3,cancer cell
154599,5,cancer cell
154602,1,cancer cell
154609,4,cancer cell
154610,3,cancer cell
154612,12,cancer cell
154617,16,other
154619,2,cancer cell
154620,4,cancer cell
154622,5,cancer cell
154623,14,stromal cell
154624,34,cancer cell
154625,4,epithelial cell
154626,12,cancer cell
154627,5,cancer cell
154628,34,cancer cell
154632,34,cancer cell
154634,3,cancer cell
154635,3,cancer cell
154636,6,cancer cell
154637,6,cancer cell
154640,2,cancer cell
154642,3,cancer cell
154643,14,stromal cell
154644,1,cancer cell
154647,4,cancer cell
154648,5,cancer cell
154649,5,cancer cell
154650,6,cancer cell
154651,34,cancer cell
154652,1,cancer cell
154653,34,cancer cell
154654,34,cancer cell
154656,3,cancer cell
154658,2,cancer cell
154659,3,cancer cell
154661,3,cancer cell
154662,5,cancer cell
154663,11,cancer cell
154664,5,cancer cell
154665,1,cancer cell
154666,5,cancer cell
154667,5,cancer cell
154668,5,cancer cell
154669,1,cancer cell
154670,3,cancer cell
154671,5,cancer cell
154674,11,cancer cell
154675,3,cancer cell
154679,4,cancer cell
154680,4,cancer cell
154681,34,cancer cell
154682,3,epithelial cell
154683,3,cancer cell
154685,5,cancer cell
154686,34,cancer cell
154687,34,cancer cell
154688,5,cancer cell
154690,1,cancer cell
154692,34,cancer cell
154695,2,cancer cell
154698,3,cancer cell
154699,5,cancer cell
154700,5,cancer cell
154702,4,cancer cell
154703,5,cancer cell
154704,3,cancer cell
154705,12,cancer cell
154707,5,cancer cell
154708,3,cancer cell
154710,5,cancer cell
154712,16,other
154713,5,cancer cell
154714,6,cancer cell
154719,5,cancer cell
154720,3,cancer cell
154721,1,cancer cell
154722,24,epithelial cell
154723,3,cancer cell
154724,33,other
154725,3,cancer cell
154726,3,cancer cell
154728,12,cancer cell
154730,6,cancer cell
154731,5,cancer cell
154732,3,cancer cell
154733,3,cancer cell
154735,16,other
154736,12,cancer cell
154737,5,cancer cell
154738,3,cancer cell
154739,3,cancer cell
154741,5,cancer cell
154744,5,cancer cell
154745,3,cancer cell
154746,5,cancer cell
154747,6,epithelial cell
154749,22,stromal cell
154750,3,cancer cell
154751,4,cancer cell
154753,3,cancer cell
154754,3,cancer cell
154755,3,cancer cell
154756,23,plasma cell
154757,2,cancer cell
154758,2,cancer cell
154760,3,cancer cell
154763,3,cancer cell
154764,3,cancer cell
154767,5,cancer cell
154769,3,cancer cell
154770,2,cancer cell
154771,3,cancer cell
154772,14,stromal cell
154773,5,cancer cell
154775,34,cancer cell
154776,3,cancer cell
154777,5,cancer cell
154778,19,other
154779,4,cancer cell
154780,3,cancer cell
154782,19,other
154783,3,cancer cell
154787,14,stromal cell
154790,4,cancer cell
154791,12,cancer cell
154792,16,other
154793,24,cancer cell
154794,3,cancer cell
154796,3,cancer cell
154798,14,stromal cell
154799,3,cancer cell
154800,2,cancer cell
154801,15,myofibroblast
154802,3,cancer cell
154803,3,cancer cell
154804,3,cancer cell
154805,24,cancer cell
154806,14,stromal cell
154807,19,other
154809,3,cancer cell
154810,3,cancer cell
154811,3,cancer cell
154813,3,cancer cell
154814,16,other
154815,3,cancer cell
154816,3,cancer cell
154817,3,cancer cell
154818,3,cancer cell
154819,3,cancer cell
154820,3,cancer cell
154821,24,cancer cell
154822,3,cancer cell
154823,3,cancer cell
154824,2,cancer cell
154825,3,cancer cell
154826,3,cancer cell
154828,34,cancer cell
154829,3,cancer cell
154830,14,stromal cell
154831,6,cancer cell
154832,3,cancer cell
154833,3,cancer cell
154834,3,cancer cell
154835,5,cancer cell
154838,17,myofibroblast
154839,3,cancer cell
154841,3,cancer cell
154842,3,cancer cell
154843,3,cancer cell
154845,26,other
154846,3,cancer cell
154849,3,cancer cell
154854,2,cancer cell
154856,6,cancer cell
154857,5,cancer cell
154858,5,cancer cell
154859,3,cancer cell
154860,24,cancer cell
154863,3,cancer cell
154867,3,cancer cell
154868,3,cancer cell
154870,34,cancer cell
154872,13,immune cell
154874,34,cancer cell
154875,3,cancer cell
154876,34,cancer cell
154877,27,stromal cell
154880,-1,other
154881,3,cancer cell
154882,13,immune cell
154883,5,cancer cell
154887,34,cancer cell
154888,3,cancer cell
154889,34,cancer cell
154890,5,cancer cell
154892,14,stromal cell
154893,34,cancer cell
154897,3,cancer cell
154899,34,cancer cell
154900,34,cancer cell
154903,25,immune cell
154904,16,other
154905,34,cancer cell
154906,3,cancer cell
154907,16,other
154909,12,cancer cell
154912,34,cancer cell
154913,34,cancer cell
154914,28,immune cell
154915,16,other
154917,16,other
154919,5,cancer cell
154921,2,cancer cell
154922,5,cancer cell
154924,3,cancer cell
154925,34,cancer cell
154926,25,immune cell
154927,3,cancer cell
154928,3,cancer cell
154929,34,cancer cell
154931,3,cancer cell
154933,16,other
154934,6,cancer cell
154935,5,cancer cell
154936,5,cancer cell
154937,3,cancer cell
154939,5,cancer cell
154940,3,cancer cell
154941,2,cancer cell
154942,3,cancer cell
154943,5,cancer cell
154944,15,myofibroblast
154947,5,cancer cell
154948,3,cancer cell
154949,28,immune cell
154950,16,other
154951,3,cancer cell
154952,16,other
154953,14,stromal cell
155141,21,endothelial cell
155142,9,other
155144,21,endothelial cell
155145,20,cancer cell
155149,18,immune cell
155152,25,immune cell
155153,13,immune cell
155154,3,cancer cell
155155,13,immune cell
155156,13,immune cell
155157,9,other
155158,25,immune cell
155159,9,other
155160,13,immune cell
155161,2,cancer cell
155168,-1,other
155169,5,cancer cell
155170,18,immune cell
155171,18,immune cell
155172,3,cancer cell
155177,-1,other
155178,12,cancer cell
155179,-1,other
155180,12,cancer cell
155181,-1,other
155182,21,endothelial cell
155183,21,endothelial cell
155185,3,cancer cell
155190,3,cancer cell
155193,20,cancer cell
155201,2,cancer cell
155204,26,immune cell
155205,16,other
155206,11,cancer cell
155208,11,cancer cell
155214,23,plasma cell
155215,12,cancer cell
155218,2,cancer cell
155220,9,other
155222,11,cancer cell
155224,20,cancer cell
155225,5,cancer cell
155227,4,cancer cell
155228,14,stromal cell
155229,33,immune cell
155231,16,other
155233,14,stromal cell
155235,5,cancer cell
155236,34,cancer cell
155237,2,cancer cell
155238,3,cancer cell
155241,14,stromal cell
155242,5,cancer cell
155243,34,cancer cell
155244,33,other
155245,12,cancer cell
155246,4,cancer cell
155247,12,cancer cell
155248,5,cancer cell
155249,9,other
155251,34,cancer cell
155252,3,cancer cell
155254,1,cancer cell
155255,3,cancer cell
155256,3,cancer cell
155257,5,cancer cell
155259,3,cancer cell
155261,4,cancer cell
155262,32,cancer cell
155263,4,cancer cell
155265,4,cancer cell
155266,2,cancer cell
155268,12,cancer cell
155269,34,cancer cell
155272,3,cancer cell
155273,12,cancer cell
155274,2,cancer cell
155275,4,cancer cell
155280,2,cancer cell
155281,22,stromal cell
155282,4,cancer cell
155284,9,other
155285,13,immune cell
155286,15,myofibroblast
155287,34,cancer cell
155288,26,other
155289,9,other
155290,5,cancer cell
155291,4,cancer cell
155292,3,cancer cell
155295,3,cancer cell
155296,34,cancer cell
155298,2,cancer cell
155299,1,cancer cell
155300,3,cancer cell
155301,19,other
155303,3,cancer cell
155304,4,cancer cell
155305,4,cancer cell
155309,-1,other
155310,8,other
155311,3,cancer cell
155312,2,cancer cell
155315,5,cancer cell
155316,11,cancer cell
155319,4,cancer cell
155320,34,cancer cell
155321,1,cancer cell
155322,12,cancer cell
155323,12,cancer cell
155324,4,cancer cell
155325,14,stromal cell
155327,34,cancer cell
155328,4,cancer cell
155330,13,immune cell
155332,12,cancer cell
155335,2,cancer cell
155336,4,cancer cell
155338,4,cancer cell
155342,5,cancer cell
155343,28,immune cell
155344,5,cancer cell
155345,5,cancer cell
155346,4,cancer cell
155347,4,cancer cell
155348,4,cancer cell
155352,5,cancer cell
155355,5,cancer cell
155356,3,cancer cell
155358,-1,other
155361,18,immune cell
155362,5,cancer cell
155363,26,other
155364,4,cancer cell
155365,5,cancer cell
155366,5,cancer cell
155367,4,cancer cell
155368,4,cancer cell
155372,5,cancer cell
155376,5,cancer cell
155380,12,cancer cell
155381,18,immune cell
155382,2,cancer cell
155383,1,cancer cell
155384,2,cancer cell
155385,4,cancer cell
155387,3,cancer cell
155388,12,cancer cell
155389,12,cancer cell
155390,34,cancer cell
155391,34,cancer cell
155392,2,cancer cell
155393,4,cancer cell
155396,2,cancer cell
155397,20,cancer cell
155399,3,cancer cell
155400,-1,other
155401,1,cancer cell
155405,6,cancer cell
155406,11,cancer cell
155414,4,cancer cell
155415,16,other
155416,5,cancer cell
155417,12,cancer cell
155418,34,cancer cell
155419,-1,other
155421,5,cancer cell
155423,26,other
155424,4,cancer cell
155425,3,cancer cell
155426,3,cancer cell
155427,5,cancer cell
155428,5,cancer cell
155429,5,cancer cell
155430,3,cancer cell
155431,1,cancer cell
155432,15,myofibroblast
155433,16,other
155434,34,cancer cell
155435,4,cancer cell
155436,2,cancer cell
155437,16,other
155440,5,cancer cell
155441,5,cancer cell
155442,5,cancer cell
155443,3,cancer cell
155445,4,cancer cell
155446,16,other
155448,5,cancer cell
155450,23,plasma cell
155451,23,plasma cell
155453,5,cancer cell
155454,16,other
155455,8,other
155457,5,cancer cell
155458,3,cancer cell
155459,5,cancer cell
155460,3,cancer cell
155461,4,cancer cell
155463,3,cancer cell
155465,15,myofibroblast
155466,23,plasma cell
155467,5,cancer cell
155469,3,cancer cell
155473,5,cancer cell
155475,3,cancer cell
155477,3,cancer cell
155478,3,cancer cell
155479,12,cancer cell
155480,3,cancer cell
155481,2,cancer cell
155482,6,cancer cell
155483,3,cancer cell
155484,5,cancer cell
155485,23,plasma cell
155487,23,other
155488,2,cancer cell
155490,23,other
155491,12,cancer cell
155492,3,cancer cell
155494,3,cancer cell
155495,28,immune cell
155497,34,cancer cell
155498,3,cancer cell
155499,16,other
155501,17,myofibroblast
155503,23,plasma cell
155506,26,immune cell
155509,6,cancer cell
155511,14,stromal cell
155512,3,cancer cell
155513,5,cancer cell
155515,5,cancer cell
155516,3,cancer cell
155517,14,stromal cell
155519,5,cancer cell
155520,8,other
155523,3,cancer cell
155524,34,cancer cell
155525,2,cancer cell
155526,3,cancer cell
155530,3,cancer cell
155531,3,cancer cell
155534,-1,other
155536,3,cancer cell
155537,3,cancer cell
155539,13,immune cell
155541,2,cancer cell
155542,29,other
155544,3,cancer cell
155546,8,other
155547,2,cancer cell
155549,5,cancer cell
155550,2,cancer cell
155553,14,stromal cell
155554,2,cancer cell
155555,3,cancer cell
155556,2,cancer cell
155558,3,cancer cell
155559,3,cancer cell
155560,2,cancer cell
155561,3,cancer cell
155562,3,cancer cell
155563,3,cancer cell
155564,3,cancer cell
155567,18,immune cell
155568,2,cancer cell
155571,5,cancer cell
155572,14,stromal cell
155573,3,cancer cell
155574,14,stromal cell
155575,2,cancer cell
155576,3,cancer cell
155579,5,cancer cell
155580,3,cancer cell
155581,3,cancer cell
155583,32,cancer cell
155584,6,cancer cell
155586,5,cancer cell
155588,3,cancer cell
155589,5,cancer cell
155590,22,stromal cell
155591,3,cancer cell
155593,3,cancer cell
155594,3,cancer cell
155595,27,stromal cell
155597,3,cancer cell
155601,3,cancer cell
155603,9,other
155604,16,other
155605,5,cancer cell
155606,5,cancer cell
155608,3,cancer cell
155609,4,cancer cell
155610,14,stromal cell
155612,37,cancer cell
155613,34,cancer cell
155614,6,cancer cell
155615,3,cancer cell
155618,3,cancer cell
155621,22,stromal cell
155624,28,immune cell
155626,2,cancer cell
155627,5,cancer cell
155628,3,cancer cell
155630,3,cancer cell
155631,5,cancer cell
155632,15,myofibroblast
155633,3,cancer cell
155634,3,cancer cell
155635,32,cancer cell
155636,5,cancer cell
155637,3,cancer cell
155638,5,cancer cell
155640,3,cancer cell
155643,3,cancer cell
155644,21,endothelial cell
155645,5,cancer cell
155646,3,cancer cell
155648,34,cancer cell
155649,34,cancer cell
155650,3,cancer cell
155651,34,cancer cell
155654,3,cancer cell
155655,5,cancer cell
155656,3,cancer cell
155657,5,cancer cell
155658,16,other
155660,5,cancer cell
155661,5,cancer cell
155662,13,immune cell
155663,15,myofibroblast
155665,3,cancer cell
155666,2,cancer cell
155667,5,cancer cell
155668,34,cancer cell
155670,15,myofibroblast
155673,34,cancer cell
155674,3,cancer cell
155676,3,cancer cell
155677,5,cancer cell
155679,34,cancer cell
155681,3,cancer cell
155682,16,other
155684,25,immune cell
155687,5,cancer cell
155689,3,cancer cell
155690,34,cancer cell
155691,25,immune cell
155692,34,cancer cell
155694,13,immune cell
155696,16,other
155697,34,cancer cell
155698,13,immune cell
155701,13,immune cell
155702,34,cancer cell
155704,13,immune cell
155705,25,immune cell
155707,34,cancer cell
155708,8,other
155709,34,cancer cell
155710,5,cancer cell
155712,5,cancer cell
155713,18,immune cell
155714,31,cancer cell
155715,27,stromal cell
155716,22,stromal cell
155717,34,cancer cell
155719,5,cancer cell
